complaint_id,customer_id,complaint_date,category,resolution_days,satisfaction_score
CP502784,C104249,06-04-2025,Transaction Issue,3,4
CP502785,C100808,17-06-2025,Loan Issue,11,3
CP502786,C102402,20-03-2025,Loan Issue,8,4
CP502787,C103040,21-06-2026,Service,9,5
CP502788,C103953,20-01-2025,Service,14,5
CP502789,C100326,26-04-2026,App/Internet Banking,13,4
CP502790,C104524,22-02-2025,Loan Issue,5,4
CP502791,C100135,26-02-2026,Card Issue,9,5
CP502792,C100528,15-06-2026,Service,10,3
CP502793,C102648,01-02-2026,Transaction Issue,7,1
CP502794,C102153,14-03-2025,App/Internet Banking,1,1
CP502795,C104131,26-02-2025,Card Issue,9,5
CP502796,C104847,08-04-2025,App/Internet Banking,13,5
CP502797,C100501,10-04-2025,Service,11,5
CP502798,C103448,05-10-2025,App/Internet Banking,10,2
CP502799,C100898,02-06-2025,App/Internet Banking,5,3
CP502800,C100954,28-07-2025,Service,6,2
CP502801,C100048,11-03-2026,Loan Issue,10,4
CP502802,C101191,12-05-2025,Loan Issue,1,4
CP502803,C103098,13-05-2025,Fraud/Security,7,4
CP502804,C104393,12-03-2026,Card Issue,1,1
CP502805,C100893,17-08-2025,Transaction Issue,1,4
CP502806,C100551,18-02-2025,App/Internet Banking,12,3
CP502807,C104397,04-03-2026,Transaction Issue,2,3
CP502808,C104308,10-01-2026,Card Issue,14,5
CP502809,C101597,24-01-2025,Transaction Issue,11,2
CP502810,C102831,09-11-2025,App/Internet Banking,5,4
CP502811,C102092,23-02-2026,Fraud/Security,13,3
CP502812,C101218,15-09-2025,Transaction Issue,12,5
CP502813,C103394,10-06-2026,Loan Issue,8,3
CP502814,C102790,05-06-2026,Service,13,5
CP502815,C104982,12-06-2025,Card Issue,11,1
CP502816,C103410,08-12-2025,Service,2,2
CP502817,C104855,06-11-2025,Transaction Issue,15,2
CP502818,C101936,08-01-2026,Service,1,4
CP502819,C103706,08-03-2026,App/Internet Banking,13,4
CP502820,C104909,08-09-2025,Transaction Issue,5,2
CP502821,C100575,12-08-2025,Card Issue,13,2
CP502822,C100405,02-02-2025,Transaction Issue,14,2
CP502823,C100575,04-05-2026,Service,8,1
CP502824,C100937,18-09-2025,Loan Issue,2,2
CP502825,C103093,18-12-2025,Transaction Issue,1,4
CP502826,C102460,25-04-2026,App/Internet Banking,8,4
CP502827,C100483,16-06-2025,Fraud/Security,4,4
CP502828,C103703,15-05-2026,Service,9,5
CP502829,C102570,26-04-2026,Card Issue,13,3
CP502830,C102458,08-03-2025,App/Internet Banking,6,4
CP502831,C103189,20-02-2026,Transaction Issue,3,4
CP502832,C101388,16-06-2025,App/Internet Banking,11,3
CP502833,C100695,24-05-2025,App/Internet Banking,3,4
CP502834,C100918,18-02-2025,Service,3,5
CP502835,C101518,09-03-2026,App/Internet Banking,10,3
CP502836,C104634,20-08-2025,App/Internet Banking,2,3
CP502837,C100880,18-03-2025,Card Issue,1,3
CP502838,C103847,27-07-2025,Service,2,4
CP502839,C100644,20-06-2025,Service,14,1
CP502840,C103455,24-05-2025,Loan Issue,14,1
CP502841,C100444,21-01-2026,Service,6,4
CP502842,C102388,23-05-2025,Transaction Issue,10,3
CP502843,C100919,13-09-2025,Transaction Issue,1,4
CP502844,C101530,28-04-2025,Service,9,1
CP502845,C102463,02-02-2025,Card Issue,5,4
CP502846,C101742,02-08-2025,Card Issue,14,5
CP502847,C103218,24-11-2025,Transaction Issue,6,5
CP502848,C103690,15-03-2025,Card Issue,4,4
CP502849,C102728,14-03-2026,Loan Issue,1,3
CP502850,C101347,22-03-2025,App/Internet Banking,5,1
CP502851,C104313,17-10-2025,Card Issue,3,4
CP502852,C102784,13-12-2025,App/Internet Banking,14,3
CP502853,C102508,29-01-2025,App/Internet Banking,14,5
CP502854,C100050,28-08-2025,Service,6,5
CP502855,C102744,14-02-2025,Loan Issue,7,5
CP502856,C100486,12-08-2025,Service,6,5
CP502857,C100613,18-06-2025,Transaction Issue,11,4
CP502858,C103546,01-04-2026,Transaction Issue,14,2
CP502859,C100028,11-05-2026,Service,13,5
CP502860,C103769,02-09-2025,Transaction Issue,2,1
CP502861,C104587,10-02-2026,App/Internet Banking,4,5
CP502862,C102145,03-03-2025,Transaction Issue,3,3
CP502863,C104407,21-03-2026,Fraud/Security,7,4
CP502864,C104346,01-11-2025,Service,6,4
CP502865,C104278,24-09-2025,Card Issue,8,3
CP502866,C103658,27-02-2026,App/Internet Banking,5,3
CP502867,C101803,07-03-2026,Loan Issue,13,3
CP502868,C103373,11-01-2025,Service,2,2
CP502869,C103821,25-03-2026,Card Issue,3,2
CP502870,C100863,26-02-2026,Transaction Issue,11,5
CP502871,C101078,26-11-2025,App/Internet Banking,11,4
CP502872,C104055,25-05-2025,Service,7,4
CP502873,C102755,18-04-2026,Service,7,2
CP502874,C100475,30-11-2025,Transaction Issue,13,3
CP502875,C104796,22-06-2025,Card Issue,2,4
CP502876,C104967,15-04-2026,Loan Issue,2,3
CP502877,C101351,17-03-2026,Service,2,4
CP502878,C100577,01-01-2025,Card Issue,13,4
CP502879,C103838,28-09-2025,Loan Issue,6,4
CP502880,C100910,03-07-2025,App/Internet Banking,7,2
CP502881,C103494,17-04-2025,App/Internet Banking,1,4
CP502882,C101681,17-10-2025,Card Issue,8,4
CP502883,C100830,07-07-2025,Transaction Issue,4,2
CP502884,C101009,27-09-2025,Card Issue,4,2
CP502885,C101097,02-08-2025,Service,9,2
CP502886,C100243,06-05-2026,Fraud/Security,8,3
CP502887,C102247,26-09-2025,Loan Issue,10,3
CP502888,C101814,29-10-2025,App/Internet Banking,9,5
CP502889,C103386,21-05-2025,Service,15,4
CP502890,C104277,23-01-2025,Transaction Issue,13,5
CP502891,C102973,04-08-2025,Card Issue,2,4
CP502892,C101162,22-08-2025,Service,7,4
CP502893,C101105,12-10-2025,Loan Issue,6,3
CP502894,C100760,20-03-2025,Loan Issue,1,3
CP502895,C103838,15-06-2026,Transaction Issue,10,4
CP502896,C101725,31-03-2025,Card Issue,4,2
CP502897,C101430,09-01-2025,App/Internet Banking,9,3
CP502898,C101181,26-11-2025,Service,11,4
CP502899,C104762,23-05-2026,Service,1,4
CP502900,C102189,11-05-2026,Transaction Issue,15,3
CP502901,C100206,11-09-2025,Loan Issue,11,4
CP502902,C103286,07-02-2025,Loan Issue,14,3
CP502903,C103187,19-02-2026,App/Internet Banking,7,5
CP502904,C102225,08-07-2025,App/Internet Banking,2,5
CP502905,C100893,29-01-2026,Loan Issue,10,4
CP502906,C101330,17-04-2026,Card Issue,10,1
CP502907,C102159,04-01-2026,App/Internet Banking,14,5
CP502908,C102423,08-09-2025,Fraud/Security,1,1
CP502909,C102439,06-02-2025,App/Internet Banking,2,5
CP502910,C102885,17-01-2025,Card Issue,1,4
CP502911,C101427,17-01-2026,App/Internet Banking,2,4
CP502912,C101670,06-10-2025,Transaction Issue,9,4
CP502913,C100430,17-04-2026,App/Internet Banking,14,1
CP502914,C103562,16-09-2025,Transaction Issue,6,3
CP502915,C104622,20-08-2025,Transaction Issue,14,4
CP502916,C104002,13-04-2026,Transaction Issue,15,4
CP502917,C103016,20-11-2025,Fraud/Security,6,4
CP502918,C101297,02-04-2026,Loan Issue,13,5
CP502919,C102072,07-11-2025,Card Issue,13,2
CP502920,C103972,10-05-2025,Transaction Issue,4,3
CP502921,C100272,24-06-2025,Service,10,3
CP502922,C104465,16-12-2025,Service,11,2
CP502923,C102533,15-11-2025,Loan Issue,7,1
CP502924,C100463,03-05-2026,Fraud/Security,9,4
CP502925,C102219,03-11-2025,Fraud/Security,8,5
CP502926,C102267,21-06-2026,Card Issue,13,1
CP502927,C101614,05-01-2026,Service,7,4
CP502928,C103301,03-06-2026,Transaction Issue,3,4
CP502929,C101483,30-06-2025,Service,11,4
CP502930,C101166,02-05-2026,Loan Issue,14,2
CP502931,C104576,29-07-2025,Card Issue,12,5
CP502932,C101898,14-01-2025,Transaction Issue,9,5
CP502933,C103010,14-02-2026,Transaction Issue,2,5
CP502934,C101282,09-10-2025,App/Internet Banking,12,4
CP502935,C103923,15-05-2025,Fraud/Security,15,5
CP502936,C103760,23-03-2026,App/Internet Banking,12,4
CP502937,C100368,18-09-2025,App/Internet Banking,14,1
CP502938,C102103,26-08-2025,Service,14,3
CP502939,C102305,04-04-2025,Card Issue,12,4
CP502940,C102375,25-02-2025,Transaction Issue,8,4
CP502941,C101341,30-03-2025,Card Issue,2,3
CP502942,C104371,25-08-2025,Transaction Issue,6,5
CP502943,C103962,29-05-2025,Card Issue,4,4
CP502944,C104970,23-01-2026,Service,7,2
CP502945,C103304,03-04-2025,Loan Issue,5,5
CP502946,C102938,02-12-2025,App/Internet Banking,1,2
CP502947,C101295,23-01-2025,App/Internet Banking,5,4
CP502948,C101831,15-03-2025,Service,14,5
CP502949,C102519,14-12-2025,Fraud/Security,11,5
CP502950,C100817,28-03-2026,Card Issue,2,5
CP502951,C100697,14-02-2025,Card Issue,8,5
CP502952,C101556,27-09-2025,App/Internet Banking,15,3
CP502953,C100684,02-03-2026,Card Issue,10,4
CP502954,C104714,08-01-2025,Card Issue,8,4
CP502955,C103171,14-02-2026,Service,6,5
CP502956,C102349,25-09-2025,Transaction Issue,9,2
CP502957,C100248,03-02-2026,App/Internet Banking,15,4
CP502958,C104484,16-04-2025,Service,10,3
CP502959,C101297,30-08-2025,Loan Issue,7,4
CP502960,C104227,03-10-2025,Fraud/Security,12,4
CP502961,C101303,25-09-2025,Transaction Issue,15,5
CP502962,C103450,11-09-2025,Transaction Issue,14,3
CP502963,C104843,05-12-2025,Transaction Issue,3,4
CP502964,C102247,18-05-2025,App/Internet Banking,7,4
CP502965,C103513,29-04-2025,App/Internet Banking,14,5
CP502966,C101410,14-03-2026,Card Issue,9,4
CP502967,C102347,08-01-2026,App/Internet Banking,2,4
CP502968,C103618,10-01-2026,Card Issue,6,4
CP502969,C102982,21-02-2026,Fraud/Security,14,2
CP502970,C104834,24-04-2026,Transaction Issue,12,3
CP502971,C103235,07-03-2026,Service,3,3
CP502972,C102999,22-04-2026,App/Internet Banking,8,4
CP502973,C102467,21-08-2025,Transaction Issue,4,1
CP502974,C101532,31-07-2025,Loan Issue,1,2
CP502975,C101251,24-04-2026,Card Issue,3,5
CP502976,C100064,20-07-2025,Fraud/Security,10,4
CP502977,C100294,26-10-2025,Loan Issue,6,4
CP502978,C104079,02-03-2026,Loan Issue,8,1
CP502979,C101031,05-10-2025,Transaction Issue,11,1
CP502980,C102415,24-01-2025,Card Issue,2,5
CP502981,C102488,09-04-2025,Loan Issue,13,2
CP502982,C103958,21-01-2026,App/Internet Banking,13,2
CP502983,C101401,26-02-2025,Service,9,4
CP502984,C102116,12-12-2025,Service,11,4
CP502985,C101168,31-03-2026,Card Issue,11,3
CP502986,C103470,15-07-2025,Transaction Issue,2,1
CP502987,C100128,09-01-2026,Transaction Issue,11,1
CP502988,C104177,24-02-2026,Service,8,4
CP502989,C101395,07-06-2026,Transaction Issue,9,4
CP502990,C102390,10-06-2026,App/Internet Banking,13,4
CP502991,C102114,27-12-2025,Transaction Issue,3,4
CP502992,C104548,20-11-2025,App/Internet Banking,13,3
CP502993,C101882,09-04-2025,Transaction Issue,13,5
CP502994,C103060,07-05-2026,Card Issue,3,1
CP502995,C103547,16-02-2025,Loan Issue,9,5
CP502996,C100981,28-06-2026,App/Internet Banking,6,4
CP502997,C101808,17-07-2025,Fraud/Security,4,3
CP502998,C103060,24-01-2025,Service,14,4
CP502999,C103939,11-02-2026,App/Internet Banking,14,5
CP503000,C101653,26-09-2025,Transaction Issue,4,5
CP503001,C101016,15-10-2025,App/Internet Banking,5,3
CP503002,C100128,27-06-2026,Loan Issue,15,5
CP503003,C103032,06-04-2025,Loan Issue,2,4
CP503004,C100155,09-02-2026,Transaction Issue,14,4
CP503005,C100253,12-12-2025,Card Issue,5,4
CP503006,C104890,08-07-2025,Card Issue,7,4
CP503007,C100501,12-01-2026,Transaction Issue,1,3
CP503008,C101940,17-07-2025,Service,6,1
CP503009,C104164,18-05-2025,Transaction Issue,14,5
CP503010,C102968,22-03-2026,Transaction Issue,9,5
CP503011,C100835,14-09-2025,Card Issue,5,3
CP503012,C101425,14-01-2025,Service,7,4
CP503013,C103884,25-07-2025,Loan Issue,11,5
CP503014,C100687,18-06-2026,App/Internet Banking,11,4
CP503015,C101207,18-12-2025,Loan Issue,13,4
CP503016,C100872,28-03-2026,Service,15,3
CP503017,C103929,27-06-2025,Service,7,4
CP503018,C102152,18-05-2026,Fraud/Security,6,4
CP503019,C103229,03-10-2025,App/Internet Banking,7,5
CP503020,C100697,21-03-2026,Fraud/Security,13,5
CP503021,C104990,14-06-2026,Fraud/Security,12,4
CP503022,C102143,22-02-2025,App/Internet Banking,15,2
CP503023,C101799,04-07-2025,Transaction Issue,10,4
CP503024,C100072,14-05-2025,Card Issue,7,5
CP503025,C104566,27-02-2026,Transaction Issue,6,3
CP503026,C100158,01-06-2026,Loan Issue,12,3
CP503027,C100093,30-07-2025,Card Issue,10,5
CP503028,C102670,12-02-2025,Transaction Issue,6,2
CP503029,C104349,15-01-2025,Service,14,3
CP503030,C104077,04-04-2026,Loan Issue,14,4
CP503031,C103748,12-05-2025,Card Issue,2,1
CP503032,C104015,07-12-2025,Card Issue,10,1
CP503033,C103416,26-12-2025,Service,3,1
CP503034,C102724,25-01-2026,Transaction Issue,7,5
CP503035,C102720,26-01-2025,Service,14,5
CP503036,C104332,09-03-2026,Transaction Issue,12,3
CP503037,C102200,10-11-2025,Card Issue,13,5
CP503038,C100485,13-03-2025,Card Issue,14,5
CP503039,C103915,23-03-2026,App/Internet Banking,7,3
CP503040,C102297,22-02-2026,Fraud/Security,7,3
CP503041,C100417,19-03-2025,Loan Issue,8,3
CP503042,C101627,22-09-2025,Service,12,3
CP503043,C100325,19-01-2025,Card Issue,1,2
CP503044,C103927,16-03-2026,Loan Issue,4,5
CP503045,C104676,17-01-2025,Loan Issue,5,4
CP503046,C102993,14-05-2026,Card Issue,5,2
CP503047,C101728,01-06-2026,Card Issue,12,4
CP503048,C100110,27-06-2025,Service,6,3
CP503049,C102540,02-03-2026,Loan Issue,3,5
CP503050,C100577,29-04-2026,Service,3,5
CP503051,C102349,05-01-2025,App/Internet Banking,14,5
CP503052,C103554,25-06-2026,App/Internet Banking,11,4
CP503053,C104455,28-03-2026,Loan Issue,5,3
CP503054,C103336,14-04-2025,Service,5,3
CP503055,C101161,17-06-2026,Transaction Issue,7,3
CP503056,C102281,23-08-2025,Transaction Issue,3,5
CP503057,C102398,17-01-2026,Transaction Issue,6,4
CP503058,C100368,10-03-2026,Service,3,2
CP503059,C104817,04-11-2025,Loan Issue,4,4
CP503060,C103371,01-01-2026,Service,5,3
CP503061,C103682,09-04-2026,Transaction Issue,8,5
CP503062,C100131,20-04-2025,Card Issue,13,1
CP503063,C103202,08-07-2025,Transaction Issue,11,5
CP503064,C102953,14-12-2025,App/Internet Banking,9,4
CP503065,C104118,27-02-2025,Loan Issue,8,4
CP503066,C100227,03-10-2025,App/Internet Banking,6,4
CP503067,C102464,25-03-2026,Card Issue,7,4
CP503068,C100660,30-03-2026,Loan Issue,15,5
CP503069,C103951,30-04-2026,Service,9,3
CP503070,C102226,26-07-2025,Transaction Issue,6,3
CP503071,C100723,03-04-2026,Loan Issue,3,2
CP503072,C102115,19-09-2025,App/Internet Banking,1,1
CP503073,C104306,11-04-2026,Transaction Issue,4,2
CP503074,C102449,25-10-2025,Card Issue,11,5
CP503075,C102238,05-09-2025,Service,2,4
CP503076,C103825,17-09-2025,Fraud/Security,15,3
CP503077,C100304,20-03-2025,Service,11,4
CP503078,C103868,01-04-2026,Loan Issue,2,4
CP503079,C102495,18-03-2026,Service,11,1
CP503080,C101784,17-11-2025,Service,15,4
CP503081,C103192,22-12-2025,Transaction Issue,3,4
CP503082,C101461,18-11-2025,Card Issue,2,3
CP503083,C103123,19-02-2025,App/Internet Banking,1,1
CP503084,C103981,23-11-2025,Card Issue,6,5
CP503085,C104260,10-06-2026,App/Internet Banking,2,4
CP503086,C100920,13-03-2025,Loan Issue,1,4
CP503087,C100283,31-03-2025,Card Issue,11,3
CP503088,C101397,26-03-2026,Fraud/Security,12,3
CP503089,C100517,05-01-2025,Fraud/Security,1,2
CP503090,C101140,12-01-2025,App/Internet Banking,15,4
CP503091,C104658,04-06-2025,Card Issue,14,4
CP503092,C100059,26-12-2025,Transaction Issue,10,4
CP503093,C104498,24-03-2025,Service,4,3
CP503094,C101391,06-04-2025,Service,5,4
CP503095,C101017,04-01-2026,App/Internet Banking,13,1
CP503096,C103496,28-12-2025,Service,3,3
CP503097,C104835,23-07-2025,Transaction Issue,5,5
CP503098,C100378,12-08-2025,Card Issue,7,3
CP503099,C102060,24-01-2025,Fraud/Security,14,3
CP503100,C100048,25-11-2025,App/Internet Banking,11,4
CP503101,C102213,14-08-2025,Card Issue,12,5
CP503102,C100850,30-04-2025,Transaction Issue,1,4
CP503103,C104398,05-07-2025,App/Internet Banking,14,5
CP503104,C100608,07-07-2025,Service,2,4
CP503105,C103685,04-09-2025,Transaction Issue,13,2
CP503106,C104616,03-05-2026,Fraud/Security,13,3
CP503107,C104313,09-04-2025,Loan Issue,11,4
CP503108,C104704,30-05-2025,App/Internet Banking,11,3
CP503109,C100946,27-03-2025,Service,2,4
CP503110,C101611,13-12-2025,Card Issue,2,4
CP503111,C101171,06-04-2026,Card Issue,14,4
CP503112,C103632,21-06-2026,App/Internet Banking,2,4
CP503113,C103192,07-07-2025,Card Issue,7,4
CP503114,C103093,26-03-2026,Card Issue,9,1
CP503115,C101022,04-11-2025,Transaction Issue,5,4
CP503116,C101133,20-11-2025,App/Internet Banking,14,2
CP503117,C103233,23-03-2025,Fraud/Security,8,1
CP503118,C101165,05-01-2025,App/Internet Banking,12,4
CP503119,C104623,25-05-2026,Transaction Issue,5,5
CP503120,C100591,11-02-2025,App/Internet Banking,12,3
CP503121,C104835,14-07-2025,Card Issue,14,3
CP503122,C104349,05-03-2026,App/Internet Banking,6,3
CP503123,C104785,23-04-2025,Service,12,4
CP503124,C103652,30-05-2026,Card Issue,13,4
CP503125,C102837,07-04-2025,Card Issue,7,4
CP503126,C101500,06-02-2025,App/Internet Banking,6,3
CP503127,C104873,18-04-2026,Card Issue,6,5
CP503128,C101974,27-04-2026,App/Internet Banking,3,3
CP503129,C104435,15-03-2026,Service,15,4
CP503130,C102754,04-03-2026,Loan Issue,9,1
CP503131,C101774,22-06-2025,Transaction Issue,15,4
CP503132,C100444,06-04-2025,Service,8,2
CP503133,C101978,08-04-2025,App/Internet Banking,5,5
CP503134,C102329,04-08-2025,Card Issue,9,5
CP503135,C104401,25-09-2025,Service,13,4
CP503136,C100521,31-01-2025,Service,4,5
CP503137,C101101,06-12-2025,Transaction Issue,12,4
CP503138,C102763,29-11-2025,Loan Issue,9,5
CP503139,C100893,24-09-2025,Loan Issue,15,3
CP503140,C102149,27-02-2026,Card Issue,5,5
CP503141,C103545,09-01-2026,Service,15,4
CP503142,C101402,02-05-2025,Card Issue,1,3
CP503143,C101388,28-04-2025,Service,15,1
CP503144,C102683,30-04-2025,Fraud/Security,15,5
CP503145,C104982,20-02-2025,Transaction Issue,15,4
CP503146,C100219,25-05-2026,App/Internet Banking,6,4
CP503147,C100349,27-01-2026,Fraud/Security,1,1
CP503148,C103459,14-01-2026,Service,14,5
CP503149,C103931,06-02-2026,Fraud/Security,14,2
CP503150,C100744,18-07-2025,Service,3,5
CP503151,C100582,11-02-2026,Service,4,4
CP503152,C101899,13-03-2026,Service,5,3
CP503153,C100334,09-05-2025,Card Issue,2,3
CP503154,C104234,09-07-2025,App/Internet Banking,5,2
CP503155,C103180,17-02-2025,Card Issue,6,3
CP503156,C100653,04-02-2026,Transaction Issue,7,4
CP503157,C104019,17-03-2025,App/Internet Banking,7,5
CP503158,C100180,17-05-2026,Fraud/Security,13,4
CP503159,C103559,31-03-2025,Card Issue,13,1
CP503160,C103951,16-01-2026,Service,7,4
CP503161,C103443,10-10-2025,Service,3,2
CP503162,C101866,06-01-2025,Card Issue,3,5
CP503163,C101571,01-02-2025,Transaction Issue,1,4
CP503164,C102345,29-03-2026,Fraud/Security,3,5
CP503165,C104388,09-03-2026,Service,4,2
CP503166,C103558,02-08-2025,App/Internet Banking,12,4
CP503167,C104689,19-02-2025,Transaction Issue,13,3
CP503168,C102490,16-03-2025,App/Internet Banking,8,4
CP503169,C100367,21-02-2025,Fraud/Security,11,4
CP503170,C102337,26-01-2026,Loan Issue,15,2
CP503171,C104993,29-04-2025,Transaction Issue,2,4
CP503172,C100399,06-06-2026,App/Internet Banking,1,2
CP503173,C104327,27-02-2026,Transaction Issue,11,3
CP503174,C100381,02-02-2025,Card Issue,14,3
CP503175,C101241,16-06-2026,Service,2,3
CP503176,C103087,30-09-2025,Loan Issue,3,4
CP503177,C102421,29-07-2025,Loan Issue,15,2
CP503178,C101782,26-03-2026,Transaction Issue,4,5
CP503179,C100421,16-09-2025,Loan Issue,2,5
CP503180,C101438,28-06-2026,Fraud/Security,4,3
CP503181,C102817,01-04-2026,Card Issue,8,1
CP503182,C102325,02-06-2026,Service,9,5
CP503183,C100504,13-06-2026,Loan Issue,6,4
CP503184,C101740,14-02-2025,Service,10,4
CP503185,C102690,11-01-2026,Transaction Issue,12,4
CP503186,C102674,05-04-2026,Card Issue,13,5
CP503187,C103643,06-06-2026,Service,9,5
CP503188,C104447,17-04-2026,Transaction Issue,14,4
CP503189,C103880,20-05-2026,Service,9,4
CP503190,C101993,26-02-2025,Transaction Issue,14,5
CP503191,C102012,24-03-2025,Loan Issue,4,2
CP503192,C101754,08-02-2025,Service,9,4
CP503193,C100731,25-04-2025,Service,9,3
CP503194,C100211,29-08-2025,Fraud/Security,8,4
CP503195,C101647,17-02-2026,Transaction Issue,1,2
CP503196,C103913,17-02-2025,Card Issue,12,4
CP503197,C103825,02-04-2026,Transaction Issue,4,4
CP503198,C101547,12-05-2026,Transaction Issue,10,4
CP503199,C103392,27-06-2026,App/Internet Banking,2,3
CP503200,C101620,03-01-2026,App/Internet Banking,7,4
CP503201,C103150,30-08-2025,Service,10,5
CP503202,C103028,05-10-2025,Service,13,3
CP503203,C101987,16-07-2025,App/Internet Banking,6,4
CP503204,C102729,30-03-2026,Loan Issue,10,3
CP503205,C103241,05-04-2025,App/Internet Banking,2,4
CP503206,C102961,07-02-2026,App/Internet Banking,15,1
CP503207,C100041,17-09-2025,Service,1,3
